file,city_folder,treated_city,treated_fips,t0,gan_ratio,n_real_donors,n_gen,pre_rmspe,post_att_mean,out_dir
德州_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,德州,德,34,202044,5,82,410,1.3800164339610803,2.422747824084256,/root/data/treatedpass-heating-open/德州
日照_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,日照,日照,37,202044,1,82,82,1.1288229312838824,6.887227376163909,/root/data/treatedpass-heating-open/日照
日照_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,日照,日照,37,202044,2,82,164,1.3541939444029238,8.131346775580672,/root/data/treatedpass-heating-open/日照
日照_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,日照,日照,37,202044,3,82,246,1.0760038135221361,6.0600755797048125,/root/data/treatedpass-heating-open/日照
日照_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,日照,日照,37,202044,4,82,328,1.2799119065518605,8.471713860691498,/root/data/treatedpass-heating-open/日照
日照_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,日照,日照,37,202044,5,82,410,1.4353734092480268,9.786429693427081,/root/data/treatedpass-heating-open/日照
枣庄_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,枣庄,枣庄,42,202044,1,82,82,1.1812280974960105,7.641180574039774,/root/data/treatedpass-heating-open/枣庄
枣庄_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,枣庄,枣庄,42,202044,2,82,164,1.2092931009326378,8.769182825183778,/root/data/treatedpass-heating-open/枣庄
枣庄_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,枣庄,枣庄,42,202044,3,82,246,1.3500142266606925,6.006982309301675,/root/data/treatedpass-heating-open/枣庄
枣庄_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,枣庄,枣庄,42,202044,4,82,328,1.4304702549960069,9.030828775231093,/root/data/treatedpass-heating-open/枣庄
枣庄_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,枣庄,枣庄,42,202044,5,82,410,1.4674928487796575,9.610448807414986,/root/data/treatedpass-heating-open/枣庄
沧州_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,沧州,沧,46,202044,1,82,82,1.2510087854725511,-21.057248414043137,/root/data/treatedpass-heating-open/沧州
沧州_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,沧州,沧,46,202044,2,82,164,1.0970120610773642,-15.997106605879338,/root/data/treatedpass-heating-open/沧州
沧州_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,沧州,沧,46,202044,3,82,246,1.0675949640249298,-16.901675370895067,/root/data/treatedpass-heating-open/沧州
沧州_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,沧州,沧,46,202044,4,82,328,1.1716908088869735,-7.310683194467818,/root/data/treatedpass-heating-open/沧州
沧州_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,沧州,沧,46,202044,5,82,410,1.1948187296220125,-7.079389659657254,/root/data/treatedpass-heating-open/沧州
泰安_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,泰安,泰安,46,202044,1,82,82,0.8705460113022997,-9.420794841592013,/root/data/treatedpass-heating-open/泰安
泰安_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,泰安,泰安,46,202044,2,82,164,1.139324002749414,-2.5564696304805894,/root/data/treatedpass-heating-open/泰安
泰安_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,泰安,泰安,46,202044,3,82,246,1.1538636310715145,-4.379901776401064,/root/data/treatedpass-heating-open/泰安
泰安_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,泰安,泰安,46,202044,4,82,328,2.05263407093041,-3.9351330733117136,/root/data/treatedpass-heating-open/泰安
泰安_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,泰安,泰安,46,202044,5,82,410,1.212497654716918,2.124469208376876,/root/data/treatedpass-heating-open/泰安
济南_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,济南,济南,46,202044,1,82,82,1.0612021956612907,-16.47671965692127,/root/data/treatedpass-heating-open/济南
济南_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,济南,济南,46,202044,2,82,164,1.1540343307679157,-15.097050568743292,/root/data/treatedpass-heating-open/济南
济南_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,济南,济南,46,202044,3,82,246,1.2016953874865945,-17.621675216035708,/root/data/treatedpass-heating-open/济南
济南_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,济南,济南,46,202044,4,82,328,1.5048406120447737,-10.615999469759393,/root/data/treatedpass-heating-open/济南
济南_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,济南,济南,46,202044,5,82,410,1.3104192254922886,-7.935360202791617,/root/data/treatedpass-heating-open/济南
济宁_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,济宁,济宁,46,202044,1,82,82,1.1785794257555287,7.990264156078314,/root/data/treatedpass-heating-open/济宁
济宁_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,济宁,济宁,46,202044,2,82,164,1.2197053015305934,11.964237464067654,/root/data/treatedpass-heating-open/济宁
济宁_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,济宁,济宁,46,202044,3,82,246,1.5983001853868721,9.793215833788922,/root/data/treatedpass-heating-open/济宁
济宁_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,济宁,济宁,46,202044,4,82,328,1.361265467032269,11.39719160242679,/root/data/treatedpass-heating-open/济宁
济宁_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,济宁,济宁,46,202044,5,82,410,1.655819166708681,10.966415192028562,/root/data/treatedpass-heating-open/济宁
淄博_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,淄博,淄博,46,202044,1,82,82,1.2705272713318114,8.1808335502496,/root/data/treatedpass-heating-open/淄博
淄博_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,淄博,淄博,46,202044,2,82,164,1.2401923531434502,8.203017095117461,/root/data/treatedpass-heating-open/淄博
淄博_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,淄博,淄博,46,202044,3,82,246,1.2489541135940092,7.347709170053509,/root/data/treatedpass-heating-open/淄博
淄博_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,淄博,淄博,46,202044,4,82,328,2.244969102731807,7.376752840302705,/root/data/treatedpass-heating-open/淄博
淄博_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,淄博,淄博,46,202044,5,82,410,2.1892625985884826,11.788848289969765,/root/data/treatedpass-heating-open/淄博
潍坊_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,潍坊,潍坊,48,202044,1,82,82,1.4581224940539048,8.491174654212275,/root/data/treatedpass-heating-open/潍坊
潍坊_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,潍坊,潍坊,48,202044,2,82,164,1.006176528718704,9.66857428108762,/root/data/treatedpass-heating-open/潍坊
潍坊_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,潍坊,潍坊,48,202044,3,82,246,1.319277829926238,7.091744438326065,/root/data/treatedpass-heating-open/潍坊
潍坊_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,潍坊,潍坊,48,202044,4,82,328,1.2090502101524963,7.309352788894178,/root/data/treatedpass-heating-open/潍坊
潍坊_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,潍坊,潍坊,48,202044,5,82,410,1.67602975495566,8.85798664284029,/root/data/treatedpass-heating-open/潍坊
烟台_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,烟台,烟台,48,202044,1,82,82,0.6471396454024646,-5.003774208584369,/root/data/treatedpass-heating-open/烟台
烟台_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,烟台,烟台,48,202044,2,82,164,0.8030115411123108,-0.1486595840207977,/root/data/treatedpass-heating-open/烟台
烟台_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,烟台,烟台,48,202044,3,82,246,0.7006992099164185,-4.622584474049489,/root/data/treatedpass-heating-open/烟台
烟台_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,烟台,烟台,48,202044,4,82,328,0.7602476369987344,0.7942802502363452,/root/data/treatedpass-heating-open/烟台
烟台_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,烟台,烟台,48,202044,5,82,410,0.8320936758137487,3.3515195126399857,/root/data/treatedpass-heating-open/烟台
牡丹江_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,牡丹江,牡丹江,48,202044,1,82,82,0.9014371395539635,-0.24228651505724894,/root/data/treatedpass-heating-open/牡丹江
牡丹江_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,牡丹江,牡丹江,48,202044,2,82,164,0.6899474684545386,2.508565571845471,/root/data/treatedpass-heating-open/牡丹江
牡丹江_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,牡丹江,牡丹江,48,202044,3,82,246,0.7674957598522849,0.494914281019433,/root/data/treatedpass-heating-open/牡丹江
牡丹江_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,牡丹江,牡丹江,48,202044,4,82,328,0.8709685699800047,-0.6482289677496014,/root/data/treatedpass-heating-open/牡丹江
牡丹江_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,牡丹江,牡丹江,48,202044,5,82,410,0.9956325059726383,2.9762430933401083,/root/data/treatedpass-heating-open/牡丹江
西安_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,西安,西安,62,202044,1,82,82,1.5659398071393835,-0.6057600988106941,/root/data/treatedpass-heating-open/西安
西安_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,西安,西安,62,202044,2,82,164,1.5632584185253349,2.0024944773406563,/root/data/treatedpass-heating-open/西安
西安_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,西安,西安,62,202044,3,82,246,1.4606185007485315,-0.804122854375156,/root/data/treatedpass-heating-open/西安
西安_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,西安,西安,62,202044,4,82,328,1.236625782512699,0.9471024230107249,/root/data/treatedpass-heating-open/西安
西安_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,西安,西安,62,202044,5,82,410,1.9575470772397345,4.429028606795683,/root/data/treatedpass-heating-open/西安
银川_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,银川,银川,75,202044,1,82,82,0.5158056357653291,0.8814005449000951,/root/data/treatedpass-heating-open/银川
银川_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,银川,银川,75,202044,2,82,164,0.8090285743688498,0.04852324230831517,/root/data/treatedpass-heating-open/银川
银川_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,银川,银川,75,202044,3,82,246,0.8425066053920637,-1.670215583666951,/root/data/treatedpass-heating-open/银川
银川_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,银川,银川,75,202044,4,82,328,1.1471159679881107,1.7538384017937192,/root/data/treatedpass-heating-open/银川
银川_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,银川,银川,75,202044,5,82,410,0.6972782546629256,1.7672426065758504,/root/data/treatedpass-heating-open/银川
长春_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,长春,长春,76,202044,1,82,82,0.6933199447162343,-5.081695408122408,/root/data/treatedpass-heating-open/长春
长春_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,长春,长春,76,202044,2,82,164,1.0588286838448364,-2.8920473790988406,/root/data/treatedpass-heating-open/长春
长春_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,长春,长春,76,202044,3,82,246,0.9110580152196706,-4.881395427756283,/root/data/treatedpass-heating-open/长春
长春_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,长春,长春,76,202044,4,82,328,1.0693202935330308,-3.8094922327549017,/root/data/treatedpass-heating-open/长春
长春_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,长春,长春,76,202044,5,82,410,1.3301453565360293,-2.537039945840514,/root/data/treatedpass-heating-open/长春
阳泉_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,阳泉,阳泉,77,202044,1,82,82,1.0020635636589008,-15.41533811218768,/root/data/treatedpass-heating-open/阳泉
阳泉_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,阳泉,阳泉,77,202044,2,82,164,1.2309124967470766,-4.699867587171907,/root/data/treatedpass-heating-open/阳泉
阳泉_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,阳泉,阳泉,77,202044,3,82,246,1.1805885841331367,-12.6270352095609,/root/data/treatedpass-heating-open/阳泉
阳泉_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,阳泉,阳泉,77,202044,4,82,328,1.2669173871435075,-6.466348784157743,/root/data/treatedpass-heating-open/阳泉
阳泉_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,阳泉,阳泉,77,202044,5,82,410,1.7246520897965987,1.6991264028907038,/root/data/treatedpass-heating-open/阳泉
青岛_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,青岛,青岛,78,202044,1,82,82,0.8277020923319198,10.228978731888905,/root/data/treatedpass-heating-open/青岛
青岛_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,青岛,青岛,78,202044,2,82,164,0.9201802101931595,11.539510989509118,/root/data/treatedpass-heating-open/青岛
青岛_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,青岛,青岛,78,202044,3,82,246,1.2124981092877716,10.268542522775709,/root/data/treatedpass-heating-open/青岛
青岛_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,青岛,青岛,78,202044,4,82,328,1.0248240892596854,10.937133722498674,/root/data/treatedpass-heating-open/青岛
青岛_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,青岛,青岛,78,202044,5,82,410,0.7470505299514019,11.611417906372212,/root/data/treatedpass-heating-open/青岛
